,date,open,high,low,close,volume
88,2023-07-11 14:15:00+05:30,44926.0,44932.75,44809.8,44821.7,0
89,2023-07-11 14:45:00+05:30,44821.7,44877.15,44664.05,44706.15,0
90,2023-07-11 15:15:00+05:30,44705.65,44795.45,44703.45,44786.35,0
91,2023-07-12 09:15:00+05:30,44872.6,44886.6,44684.3,44864.35,0
92,2023-07-12 09:45:00+05:30,44864.3,44937.05,44840.85,44885.95,0
93,2023-07-12 10:15:00+05:30,44892.85,44909.25,44770.8,44845.05,0
94,2023-07-12 10:45:00+05:30,44844.4,44915.5,44844.4,44865.6,0
95,2023-07-12 11:15:00+05:30,44865.9,44908.55,44812.5,44815.65,0
96,2023-07-12 11:45:00+05:30,44812.85,44852.15,44779.3,44828.35,0
97,2023-07-12 12:15:00+05:30,44826.45,44834.15,44754.95,44805.8,0
98,2023-07-12 12:45:00+05:30,44807.95,44870.35,44744.4,44866.4,0
99,2023-07-12 13:15:00+05:30,44864.15,44891.5,44813.55,44858.35,0
100,2023-07-12 13:45:00+05:30,44856.5,44864.8,44800.45,44803.45,0
101,2023-07-12 14:15:00+05:30,44802.15,44874.0,44779.7,44793.8,0
102,2023-07-12 14:45:00+05:30,44790.8,44848.4,44566.25,44595.3,0
103,2023-07-12 15:15:00+05:30,44594.2,44663.3,44590.7,44660.25,0
104,2023-07-13 09:15:00+05:30,45009.3,45009.3,44813.35,44907.7,0
105,2023-07-13 09:45:00+05:30,44904.8,44984.25,44886.45,44971.95,0
106,2023-07-13 10:15:00+05:30,44970.7,45012.95,44922.15,44978.35,0
107,2023-07-13 10:45:00+05:30,44976.45,45019.4,44934.55,45019.35,0
108,2023-07-13 11:15:00+05:30,45021.2,45084.25,45014.3,45030.0,0
109,2023-07-13 11:45:00+05:30,45030.75,45071.55,44949.3,44991.0,0
110,2023-07-13 12:15:00+05:30,44992.05,45038.55,44955.25,44995.35,0
111,2023-07-13 12:45:00+05:30,44991.0,45039.25,44961.5,45007.15,0
112,2023-07-13 13:15:00+05:30,45007.45,45015.4,44886.9,44891.8,0
113,2023-07-13 13:45:00+05:30,44886.6,44930.3,44728.1,44765.05,0
114,2023-07-13 14:15:00+05:30,44763.85,44868.9,44680.15,44706.55,0
115,2023-07-13 14:45:00+05:30,44695.65,44772.65,44613.7,44664.9,0
116,2023-07-13 15:15:00+05:30,44664.35,44754.1,44618.35,44726.45,0
117,2023-07-14 09:15:00+05:30,44860.65,44922.35,44788.95,44853.9,0
118,2023-07-14 09:45:00+05:30,44850.2,44877.6,44750.9,44794.3,0
119,2023-07-14 10:15:00+05:30,44796.85,44798.1,44702.1,44705.4,0
120,2023-07-14 10:45:00+05:30,44704.3,44715.0,44642.7,44684.65,0
121,2023-07-14 11:15:00+05:30,44683.55,44764.05,44677.75,44686.7,0
122,2023-07-14 11:45:00+05:30,44685.2,44715.95,44638.7,44713.95,0
123,2023-07-14 12:15:00+05:30,44715.8,44767.5,44667.2,44728.8,0
124,2023-07-14 12:45:00+05:30,44729.75,44729.75,44660.2,44720.75,0
125,2023-07-14 13:15:00+05:30,44722.6,44749.2,44638.95,44692.35,0
126,2023-07-14 13:45:00+05:30,44691.5,44691.5,44573.05,44615.35,0
127,2023-07-14 14:15:00+05:30,44616.5,44664.7,44548.95,44586.45,0
128,2023-07-14 14:45:00+05:30,44587.4,44867.95,44582.95,44862.9,0
129,2023-07-14 15:15:00+05:30,44862.0,44898.15,44853.4,44891.0,0
130,2023-07-17 09:15:00+05:30,44951.2,44951.2,44696.95,44780.05,0
131,2023-07-17 09:45:00+05:30,44782.0,44866.95,44782.0,44826.65,0
132,2023-07-17 10:15:00+05:30,44831.5,44877.6,44750.7,44760.5,0
133,2023-07-17 10:45:00+05:30,44763.6,44832.7,44749.1,44781.05,0
134,2023-07-17 11:15:00+05:30,44780.15,44798.9,44736.5,44781.45,0
135,2023-07-17 11:45:00+05:30,44782.4,44795.5,44709.6,44773.6,0
136,2023-07-17 12:15:00+05:30,44772.4,44826.5,44746.95,44751.2,0
137,2023-07-17 12:45:00+05:30,44750.6,44973.75,44725.8,44973.75,0
138,2023-07-17 13:15:00+05:30,44974.35,45099.4,44949.9,45065.15,0
139,2023-07-17 13:45:00+05:30,45063.95,45141.5,45043.6,45045.75,0
140,2023-07-17 14:15:00+05:30,45047.95,45237.0,45047.95,45234.4,0
141,2023-07-17 14:45:00+05:30,45236.1,45518.0,45187.8,45515.95,0
142,2023-07-17 15:15:00+05:30,45516.45,45552.95,45477.3,45502.1,0
143,2023-07-18 09:15:00+05:30,45754.8,45902.7,45596.5,45731.8,0
144,2023-07-18 09:45:00+05:30,45731.5,45785.45,45633.95,45691.55,0
145,2023-07-18 10:15:00+05:30,45685.5,45769.3,45666.5,45700.6,0
146,2023-07-18 10:45:00+05:30,45702.05,45840.05,45690.65,45838.55,0
147,2023-07-18 11:15:00+05:30,45839.15,45849.1,45369.9,45430.9,0
148,2023-07-18 11:45:00+05:30,45429.05,45507.35,45322.85,45386.05,0
149,2023-07-18 12:15:00+05:30,45386.95,45606.6,45290.05,45588.0,0
150,2023-07-18 12:45:00+05:30,45586.85,45653.7,45405.0,45464.05,0
151,2023-07-18 13:15:00+05:30,45460.4,45570.2,45414.9,45504.05,0
152,2023-07-18 13:45:00+05:30,45503.55,45580.0,45423.7,45473.55,0
153,2023-07-18 14:15:00+05:30,45475.4,45489.55,45306.85,45385.5,0
154,2023-07-18 14:45:00+05:30,45386.2,45509.7,45282.95,45387.2,0
